timestamp_ebbstart,timestamp_ebbend
1551660540.0,1551683040.0
1551705120.0,1551726660.0
1551748980.0,1551771300.0
1551793380.0,1551814920.0
1551837240.0,1551859500.0
1551881580.0,1551903120.0
1551925500.0,1551947640.0
1551969780.0,1551991320.0
1552013700.0,1552035840.0
1552057980.0,1552079520.0
1552101960.0,1552123980.0
1552146180.0,1552167780.0
1552190220.0,1552212240.0
1552234440.0,1552256160.0
1552278600.0,1552300680.0
1552322940.0,1552344720.0
1552367220.0,1552389300.0
1552411740.0,1552433760.0
1552456380.0,1552478520.0
1552501260.0,1552523580.0
1552546440.0,1552568760.0
1552591980.0,1552614840.0
1552637940.0,1552660380.0
1552683720.0,1552707000.0
1552729920.0,1552752180.0
1552775040.0,1552798140.0
1552820760.0,1552842720.0
1552865340.0,1552888200.0
1552910640.0,1552932420.0
1552954980.0,1552977600.0
1552999980.0,1553021760.0
1553044260.0,1553066760.0
1553089080.0,1553110800.0
1553133300.0,1553155740.0
1553178000.0,1553199780.0
1553222340.0,1553244600.0
1553266920.0,1553288700.0
1553311260.0,1553333460.0
1553355780.0,1553377620.0
1553400180.0,1553422320.0
1553444640.0,1553466600.0
1553489220.0,1553511180.0
1553533680.0,1553555760.0
1553578380.0,1553600220.0
1553622900.0,1553645220.0
1553667960.0,1553689800.0
1553712780.0,1553735640.0
1553758560.0,1553780520.0
1553803800.0,1553827560.0
1553850480.0,1553872620.0
1553895540.0,1553919360.0
1553941920.0,1553963820.0
1553986260.0,1554005820.0
1554028140.0,1554049860.0
1519866900.0,1519889460.0
1519911780.0,1519933500.0
1519956000.0,1519978440.0
1520000700.0,1520022420.0
1520044920.0,1520067300.0
1520089500.0,1520111220.0
1520133780.0,1520156040.0
1520178300.0,1520200020.0
1520222520.0,1520244720.0
1520266980.0,1520288760.0
1520311320.0,1520333400.0
1520355780.0,1520377560.0
1520400180.0,1520422140.0
1520444700.0,1520466600.0
1520489280.0,1520511240.0
1520534040.0,1520556180.0
1520578980.0,1520601060.0
1520624280.0,1520647080.0
1520670000.0,1520692320.0
1520715660.0,1520739180.0
1520761800.0,1520784120.0
1520806920.0,1520830200.0
1520852520.0,1520874420.0
1520896920.0,1520919720.0
1520941920.0,1520963580.0
1520985960.0,1521008460.0
1521030660.0,1521052260.0
1521074580.0,1521096960.0
1521119100.0,1521140700.0
1521163020.0,1521185280.0
1521207420.0,1521229020.0
1521251400.0,1521273600.0
1521295740.0,1521317400.0
1521339780.0,1521361920.0
1521384120.0,1521405780.0
1521428160.0,1521450300.0
1521472500.0,1521494280.0
1521516720.0,1521538800.0
1521561060.0,1521582900.0
1521605340.0,1521627480.0
1521649800.0,1521671760.0
1521694320.0,1521716400.0
1521738900.0,1521761040.0
1521783720.0,1521805860.0
1521828600.0,1521851040.0
1521873960.0,1521896160.0
1521919260.0,1521942240.0
1521961740.0,1521984060.0
1522007280.0,1522030680.0
1522053660.0,1522075860.0
1522098720.0,1522122000.0
1522144620.0,1522166580.0
1522189140.0,1522212060.0
1522234500.0,1522256340.0
1522278780.0,1522301460.0
1522323780.0,1522345560.0
1522367940.0,1522390440.0
1522412700.0,1522434480.0
1522456860.0,1522479180.0
1522501440.0,1522523220.0
