timestamp,waterlevel,"tide(1:high tide, 0:low tide)"
1458454920.0,1.09,0.0
1458477120.0,3.22,1.0
1458498840.0,1.14,0.0
1458521100.0,3.42,1.0
1458543480.0,0.98,0.0
1458565620.0,3.34,1.0
1458587280.0,1.01,0.0
1458609600.0,3.52,1.0
1458631800.0,0.89,0.0
1458653940.0,3.44,1.0
1458675600.0,0.91,0.0
1458697920.0,3.59,1.0
1458720000.0,0.83,0.0
1458742140.0,3.51,1.0
1458763860.0,0.85,0.0
1458786180.0,3.62,1.0
1458808140.0,0.8,0.0
1458830340.0,3.53,1.0
1458852060.0,0.83,0.0
1458874380.0,3.59,1.0
1458896340.0,0.83,0.0
1458918540.0,3.51,1.0
1458940320.0,0.86,0.0
1458962640.0,3.52,1.0
1458984540.0,0.9,0.0
1459006800.0,3.45,1.0
1459028580.0,0.94,0.0
1459047360.0,3.41,1.0
1459069200.0,1.01,0.0
1459091520.0,3.34,1.0
1459113360.0,1.07,0.0
1459135740.0,3.25,1.0
1459157520.0,1.15,0.0
1459179960.0,3.2,1.0
1459201980.0,1.22,0.0
1459224360.0,3.08,1.0
1459246140.0,1.31,0.0
1459268760.0,3.06,1.0
1459290960.0,1.38,0.0
1459313460.0,2.9,1.0
1459335240.0,1.47,0.0
1459358220.0,2.92,1.0
1459380720.0,1.52,0.0
1459403520.0,2.76,1.0
1459425480.0,1.6,0.0
1459448820.0,2.83,1.0
1488339240.0,3.9,1.0
1488361440.0,0.62,0.0
1488383760.0,3.7,1.0
1488405540.0,0.71,0.0
1488428100.0,3.81,1.0
1488450360.0,0.72,0.0
1488472680.0,3.59,1.0
1488494520.0,0.83,0.0
1488517200.0,3.64,1.0
1488539460.0,0.9,0.0
1488561960.0,3.44,1.0
1488583920.0,1.01,0.0
1488606720.0,3.42,1.0
1488628980.0,1.12,0.0
1488651720.0,3.26,1.0
1488673920.0,1.22,0.0
1488696900.0,3.18,1.0
1488719280.0,1.33,0.0
1488742260.0,3.11,1.0
1488765000.0,1.37,0.0
1488788100.0,3.01,1.0
1488810600.0,1.46,0.0
1488833700.0,3.06,1.0
1488856980.0,1.4,0.0
1488879840.0,2.98,1.0
1488902280.0,1.44,0.0
1488925140.0,3.15,1.0
1488948360.0,1.27,0.0
1488970920.0,3.09,1.0
1488993000.0,1.3,0.0
1489015560.0,3.33,1.0
1489038480.0,1.08,0.0
1489060860.0,3.26,1.0
1489082700.0,1.13,0.0
1489105200.0,3.52,1.0
1489127820.0,0.91,0.0
1489150140.0,3.42,1.0
1489171860.0,0.96,0.0
1489194240.0,3.67,1.0
1489216740.0,0.78,0.0
1489238940.0,3.54,1.0
1489260600.0,0.83,0.0
1489283040.0,3.77,1.0
1489305360.0,0.7,0.0
1489327560.0,3.62,1.0
1489349220.0,0.76,0.0
1489371600.0,3.8,1.0
1489393800.0,0.69,0.0
1489416000.0,3.64,1.0
1489437660.0,0.75,0.0
1489460100.0,3.77,1.0
1489482180.0,0.73,0.0
1489504380.0,3.61,1.0
1489526100.0,0.79,0.0
1489548480.0,3.67,1.0
1489570500.0,0.82,0.0
1489592760.0,3.53,1.0
1489614480.0,0.89,0.0
1489636920.0,3.53,1.0
1489658820.0,0.95,0.0
1489681140.0,3.4,1.0
1489702920.0,1.04,0.0
1489725360.0,3.35,1.0
1489747200.0,1.12,0.0
1489769640.0,3.25,1.0
1489791480.0,1.21,0.0
1489813920.0,3.15,1.0
1489835760.0,1.31,0.0
1489858320.0,3.07,1.0
1489880340.0,1.4,0.0
1489902900.0,2.94,1.0
1489924680.0,1.5,0.0
1489947600.0,2.9,1.0
1489969860.0,1.58,0.0
1489992660.0,2.75,1.0
1490014500.0,1.67,0.0
1490037840.0,2.77,1.0
1490060700.0,1.7,0.0
1490083740.0,2.64,1.0
1490105820.0,1.76,0.0
1490129340.0,2.74,1.0
1490152740.0,1.69,0.0
1490175480.0,2.67,1.0
1490197620.0,1.7,0.0
1490220540.0,2.84,1.0
1490243640.0,1.55,0.0
1490266080.0,2.82,1.0
1490287920.0,1.53,0.0
1490310480.0,3.04,1.0
1490333160.0,1.33,0.0
1490355480.0,3.03,1.0
1490377260.0,1.3,0.0
1490399640.0,3.27,1.0
1490422140.0,1.09,0.0
1490444400.0,3.26,1.0
1490466120.0,1.06,0.0
1490488500.0,3.51,1.0
1490507220.0,0.86,0.0
1490529480.0,3.49,1.0
1490551260.0,0.84,0.0
1490573640.0,3.72,1.0
1490595900.0,0.66,0.0
1490618160.0,3.67,1.0
1490639940.0,0.65,0.0
1490662320.0,3.88,1.0
1490684580.0,0.52,0.0
1490706840.0,3.8,1.0
1490728680.0,0.54,0.0
1490751120.0,3.96,1.0
1490773320.0,0.46,0.0
1490795640.0,3.85,1.0
1490817540.0,0.5,0.0
1490839980.0,3.94,1.0
1490862180.0,0.5,0.0
1490884500.0,3.81,1.0
1490906460.0,0.56,0.0
1490929020.0,3.83,1.0
1490951160.0,0.63,0.0
1490973600.0,3.69,1.0
1490995680.0,0.7,0.0
1551415740.0,1.59,0.0
1551438060.0,2.82,1.0
1551460140.0,1.62,0.0
1551482640.0,3.01,1.0
1551505620.0,1.46,0.0
1551527820.0,2.95,1.0
1551549540.0,1.48,0.0
1551571860.0,3.17,1.0
1551594540.0,1.3,0.0
1551616680.0,3.09,1.0
1551638220.0,1.33,0.0
1551660540.0,3.33,1.0
1551683040.0,1.15,0.0
1551705120.0,3.23,1.0
1551726660.0,1.18,0.0
1551748980.0,3.47,1.0
1551771300.0,1.02,0.0
1551793380.0,3.36,1.0
1551814920.0,1.05,0.0
1551837240.0,3.58,1.0
1551859500.0,0.92,0.0
1551881580.0,3.45,1.0
1551903120.0,0.95,0.0
1551925500.0,3.65,1.0
1551947640.0,0.86,0.0
1551969780.0,3.51,1.0
1551991320.0,0.9,0.0
1552013700.0,3.67,1.0
1552035840.0,0.85,0.0
1552057980.0,3.51,1.0
1552079520.0,0.9,0.0
1552101960.0,3.64,1.0
1552123980.0,0.88,0.0
1552146180.0,3.48,1.0
1552167780.0,0.95,0.0
1552190220.0,3.56,1.0
1552212240.0,0.96,0.0
1552234440.0,3.4,1.0
1552256160.0,1.04,0.0
1552278600.0,3.44,1.0
1552300680.0,1.08,0.0
1552322940.0,3.3,1.0
1552344720.0,1.16,0.0
1552367220.0,3.29,1.0
1552389300.0,1.22,0.0
1552411740.0,3.17,1.0
1552433760.0,1.31,0.0
1552456380.0,3.11,1.0
1552478520.0,1.38,0.0
1552501260.0,3.04,1.0
1552523580.0,1.46,0.0
1552546440.0,2.95,1.0
1552568760.0,1.53,0.0
1552591980.0,2.94,1.0
1552614840.0,1.54,0.0
1552637940.0,2.86,1.0
1552660380.0,1.58,0.0
1552683720.0,2.97,1.0
1552707000.0,1.47,0.0
1552729920.0,2.93,1.0
1552752180.0,1.48,0.0
1552775040.0,3.15,1.0
1552798140.0,1.25,0.0
1552820760.0,3.13,1.0
1552842720.0,1.25,0.0
1552865340.0,3.42,1.0
1552888200.0,0.97,0.0
1552910640.0,3.39,1.0
1552932420.0,0.98,0.0
1552954980.0,3.7,1.0
1552977600.0,0.7,0.0
1552999980.0,3.62,1.0
1553021760.0,0.74,0.0
1553044260.0,3.94,1.0
1553066760.0,0.51,0.0
1553089080.0,3.81,1.0
1553110800.0,0.55,0.0
1553133300.0,4.08,1.0
1553155740.0,0.4,0.0
1553178000.0,3.9,1.0
1553199780.0,0.46,0.0
1553222340.0,4.11,1.0
1553244600.0,0.41,0.0
1553266920.0,3.91,1.0
1553288700.0,0.48,0.0
1553311260.0,4.03,1.0
1553333460.0,0.51,0.0
1553355780.0,3.82,1.0
1553377620.0,0.6,0.0
1553400180.0,3.84,1.0
1553422320.0,0.71,0.0
1553444640.0,3.65,1.0
1553466600.0,0.8,0.0
1553489220.0,3.58,1.0
1553511180.0,0.96,0.0
1553533680.0,3.43,1.0
1553555760.0,1.06,0.0
1553578380.0,3.27,1.0
1553600220.0,1.24,0.0
1553622900.0,3.18,1.0
1553645220.0,1.33,0.0
1553667960.0,2.98,1.0
1553689800.0,1.51,0.0
1553712780.0,2.95,1.0
1553735640.0,1.56,0.0
1553758560.0,2.74,1.0
1553780520.0,1.71,0.0
1553803800.0,2.8,1.0
1553827560.0,1.67,0.0
1553850480.0,2.65,1.0
1553872620.0,1.78,0.0
1553895540.0,2.79,1.0
1553919360.0,1.62,0.0
1553941920.0,2.71,1.0
1553963820.0,1.69,0.0
1553986260.0,2.9,1.0
1554005820.0,1.48,0.0
1554028140.0,2.86,1.0
1554049860.0,1.53,0.0
1519866900.0,3.88,1.0
1519889460.0,0.6,0.0
1519911780.0,3.73,1.0
1519933500.0,0.66,0.0
1519956000.0,4.01,1.0
1519978440.0,0.51,0.0
1520000700.0,3.81,1.0
1520022420.0,0.59,0.0
1520044920.0,4.04,1.0
1520067300.0,0.51,0.0
1520089500.0,3.81,1.0
1520111220.0,0.61,0.0
1520133780.0,3.98,1.0
1520156040.0,0.6,0.0
1520178300.0,3.73,1.0
1520200020.0,0.71,0.0
1520222520.0,3.82,1.0
1520244720.0,0.76,0.0
1520266980.0,3.58,1.0
1520288760.0,0.88,0.0
1520311320.0,3.6,1.0
1520333400.0,0.97,0.0
1520355780.0,3.39,1.0
1520377560.0,1.1,0.0
1520400180.0,3.34,1.0
1520422140.0,1.21,0.0
1520444700.0,3.18,1.0
1520466600.0,1.33,0.0
1520489280.0,3.07,1.0
1520511240.0,1.45,0.0
1520534040.0,2.97,1.0
1520556180.0,1.56,0.0
1520578980.0,2.83,1.0
1520601060.0,1.66,0.0
1520624280.0,2.81,1.0
1520647080.0,1.71,0.0
1520670000.0,2.68,1.0
1520692320.0,1.78,0.0
1520715660.0,2.75,1.0
1520739180.0,1.74,0.0
1520761800.0,2.67,1.0
1520784120.0,1.75,0.0
1520806920.0,2.82,1.0
1520830200.0,1.62,0.0
1520852520.0,2.78,1.0
1520874420.0,1.62,0.0
1520896920.0,2.98,1.0
1520919720.0,1.44,0.0
1520941920.0,2.95,1.0
1520963580.0,1.44,0.0
1520985960.0,3.17,1.0
1521008460.0,1.25,0.0
1521030660.0,3.13,1.0
1521052260.0,1.25,0.0
1521074580.0,3.36,1.0
1521096960.0,1.07,0.0
1521119100.0,3.3,1.0
1521140700.0,1.07,0.0
1521163020.0,3.53,1.0
1521185280.0,0.91,0.0
1521207420.0,3.45,1.0
1521229020.0,0.92,0.0
1521251400.0,3.66,1.0
1521273600.0,0.79,0.0
1521295740.0,3.57,1.0
1521317400.0,0.8,0.0
1521339780.0,3.75,1.0
1521361920.0,0.71,0.0
1521384120.0,3.63,1.0
1521405780.0,0.74,0.0
1521428160.0,3.78,1.0
1521450300.0,0.69,0.0
1521472500.0,3.65,1.0
1521494280.0,0.74,0.0
1521516720.0,3.74,1.0
1521538800.0,0.74,0.0
1521561060.0,3.6,1.0
1521582900.0,0.8,0.0
1521605340.0,3.65,1.0
1521627480.0,0.84,0.0
1521649800.0,3.5,1.0
1521671760.0,0.92,0.0
1521694320.0,3.48,1.0
1521716400.0,1.01,0.0
1521738900.0,3.36,1.0
1521761040.0,1.09,0.0
1521783720.0,3.28,1.0
1521805860.0,1.21,0.0
1521828600.0,3.2,1.0
1521851040.0,1.27,0.0
1521873960.0,3.07,1.0
1521896160.0,1.4,0.0
1521919260.0,3.06,1.0
1521942240.0,1.39,0.0
1521961740.0,2.93,1.0
1521984060.0,1.51,0.0
1522007280.0,3.04,1.0
1522030680.0,1.38,0.0
1522053660.0,2.95,1.0
1522075860.0,1.45,0.0
1522098720.0,3.17,1.0
1522122000.0,1.21,0.0
1522144620.0,3.11,1.0
1522166580.0,1.26,0.0
1522189140.0,3.38,1.0
1522212060.0,0.99,0.0
1522234500.0,3.32,1.0
1522256340.0,1.04,0.0
1522278780.0,3.6,1.0
1522301460.0,0.79,0.0
1522323780.0,3.51,1.0
1522345560.0,0.84,0.0
1522367940.0,3.77,1.0
1522390440.0,0.64,0.0
1522412700.0,3.66,1.0
1522434480.0,0.69,0.0
1522456860.0,3.87,1.0
1522479180.0,0.57,0.0
1522501440.0,3.74,1.0
1522523220.0,0.62,0.0
